title,property size,total price,price per metr,room count,build year,floor count,total floor,characteristics,features,description,url,crawl date
94متر2خوابه... شهرآرا,94,12٬400٬000٬000 تومان,131٬914٬000 تومان,2,1390,5,5,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"☪️به نام خدا☪️ 

✅بهترین زمان خرید قبل از سال جدید و گرونی ملک
✅بهترین ملک با نقشه و نورگیر عالی در بهترین فرعی 
✅تخلیه آماده انتقال سند فروشنده واقعی دراین بازار 
✅فرصت رو از دست ندهید و تماس بگیرید بازدید=خرید

⏪94متر2خوابه
⏪طبقه پنجم 
⏪فول امکانات 
⏪نور و نقشه عالی 
⏪بازسازی شده 
⏪فرعی خوب با دسترسی‌ محلی عالی 
⏪سالن عالی با چیدمان خوب مربع 
⏪اتاق خواب های بزرگ با کمد دیواری های جادار 
⏪هم سالن وهم خواب ها نورگیر عالی 
⏪تخیله آماده نشستن 
⏪کلید نزد مشاور 
⏪فایل شخصی 
⏪بازدید آزاد با هماهنگی قبلی 

✅درصورت رهن واحد 1500ازطرف املاک✅

⏮️بهترین فایل های منطقه روازمابخواهید⏭️ 

◼️مشاور شما.... هاشمی◼️
◼️املاک ایران زمین پاتریس◼️",https://divar.ir/v/۹۴متر۲خوابه-شهرآرا/wZweGP2_,2025-02-15
آپارتمان126متر3خواب/سرتاسر پرده خور/شرق مرزداران,126,19٬000٬000٬000 تومان,150٬793٬000 تومان,3,1399,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"✅الان وقت خریدِ زیر قیمت منطقه (( مناسب سرمایه گذاری و سکونت ))
بسیار خوش نقشه / سند تکبرگ شخصی/ لوکیشن و دسترسی عالی 

✅واحد 100٪ شخصی (( کلید نزد مشاور شما میرزایی )) 

✳️126 متر 3 خواب / 5 سال ساخت در حد نوساز
سالن و اتاق ها و اشپزخانه سرتاسر نور روبه فضای سبز
امکانات ( پارکینگ / آسانسور / تراس / انباری )
ورودی از لابی + سرایدار مقیم 
لوکیشن عالی / بازدید آزاد",https://divar.ir/v/آپارتمان۱۲۶متر۳خواب-سرتاسر-پرده-خور-شرق-مرزداران/wZQqbyf7,2025-02-15
فروش آپارتمان 61 متری 1 خوابه در ازگل,61,10٬200٬000٬000 تومان,167٬213٬000 تومان,1,1394,5,5,تعداد واحد در طبقه: ۳ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری | بالکن ندارد | جنس کف کفپوش PVC | سرویس بهداشتی ایرانی و فرنگی | سرمایش داکت اسپلیت | گرمایش داکت اسپلیت | تأمین‌کننده آب گرم پکیج,"سند شخصی تکبرگ واحد در حد کلید نخورده سند تکبرگ شخصی نور خوب نقشه عالی بهترین واحد برای سرمایه گذاری
یک میلیاردو دویست میلیون هم رهن میرود",https://divar.ir/v/فروش-آپارتمان-۶۱-متری-۱-خوابه-در-ازگل/wZwaWQo2,2025-02-15
126 متر خواجه عبدالله با حیاط اختصاصی,126,Not Found,Not Found,2,1371,Not Found,Not Found,وضعیت واحد: بازسازی نشده,Not Found,"126 متر خواجه عبدالله
2 خواب
‌بالکن و پاسیو
حیاط اختصاصی
55 متر قدرالسهم
زمین ملک تجاری
قیمت مناسب
مشاور شما آراد",https://divar.ir/v/۱۲۶-متر-خواجه-عبدالله-با-حیاط-اختصاصی/wZpW__ih,Not Found
180متر نیاوران جهت سرمایه گزاری ( قدرالسهم بالا),180,29٬500٬000٬000 تومان,163٬888٬000 تومان,3,1385,1,3,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ | سرویس بهداشتی فرنگی | سرمایش اسپلیت | گرمایش اسپلیت | تأمین‌کننده آب گرم موتورخانه,"تاپ لوکیشن منطقه نیاوران 

ملک دو نبش 
85متر قدرالسهم 
کلا 5مالک 
سند شخصی 
بسیار تمییز 
خوش پسند

کاملا مناسب سرمایه گزاری 
فقط تماس بگیرید 
سپاس",https://divar.ir/v/۱۸۰متر-نیاوران-جهت-سرمایه-گزاری-قدرالسهم-بالا/wZf2E_ZU,2025-02-15
آپارتمان 50 متر پیروزی (مخبر شمالی),50,3٬500٬000٬000 تومان,70٬000٬000 تومان,1,1399,1,4,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ ندارد | انباری | بالکن ندارد | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"آپارتمان 50 متر خوش نقشه 

   4 طبقه تک واحدی 

   طبقه اول 

   کابینت ام دی اف 

   گاز رومیزی و هود 

   کف سرامیک 

    انباری سندی 

    سالن بزرگ  

    چیدمان خوب

    حمام مستر 

    محله دنج و آرام 

   دسترسی های آسان به مترو مراکز خرید 

   500 میلیون در رهن میباشد

   قابلیت وام‌ 960 میلیون 

  دومیلیارد و چهل میلیون صاحب خانه شوید

  مشاور شما ابراهیمی",https://divar.ir/v/آپارتمان-۵۰-متر-پیروزی-مخبر-شمالی/wZdauUxM,2025-02-15
115متر («شمس آباد بهشتی») 2پارکینگ سندی 2طرف نور,115,12٬350٬000٬000 تومان,107٬391٬000 تومان,2,1390,5,5,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ,"⚜️ درود فراوان خدمت شما متقاضیان گرامی

▪️115متری 2 خواب ، بازسازی 0 تا 100 
▪️طبقه پنجم ، بدون مشرف
▪️2پارکینگ سندی باکس
▪️ آسانسور انباری بالکن 
▪️نما و مشاعات بسیار تمیز 

❄️ سالن یه تیکه پرده خور 
❄️ فضای مناسب برای انواع چیدمان
❄️ 2 خواب کاربردی با کمد فراوان
❄️ دسترسی عالی مراکز خرید و خدماتی 
❄️ سند تک برگ ، آماده انتقال

▪️مشاور شما در منطقه : متین 
☎️ پاسخگویی 8 الی 23 حتی روزهای تعطیل
⭐ 3 فایل دیگر هم برای شما داریم .",https://divar.ir/v/۱۱۵متر-شمس-آباد-بهشتی-۲پارکینگ-سندی-۲طرف-نور/wZHyV1rY,2025-02-15
فردوس غرب / 57 متر کلید نخورده / هتلینگ,56,9٬200٬000٬000 تومان,164٬285٬000 تومان,1,1403,Not Found,Not Found,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن,"دعوت از شما عزیزان 
⭐️⭐️برای بازدید پروژه رونیکا پالاس بلوار فردوس شقایق⭐️⭐️
متراژ ها
✅️52متر 1خواب  
✅️55متر 1خواب 
✅️58متر 1خواب
✅️61متر 1خواب 
✅️✅️63متر 2خواب
✅️✅️70متر 2خواب
✅️✅️73متر 2خواب
✅️✅️85متر 2خواب
 

⭕️تمامی واحد ها دارای پارکینگ و انباری و بالکن هستند⭕️
لابی 3000هزار متر مربع
6 شیف لابی من اختصاصی مخصوص برج
⭕️⭕️باشگاه جیم⭕️⭕️
سالن پینگ پنگ + سالن بیلیارد
✔️مهد کودک با مربی با تجربه
✔️سینما اختصاصی با ظرفیت 40نفر
✔️✔️دارای سالن اجتماعات 250 نفر✔️✔️

طبقات موجود فقط طبقه چهارم به بالا
✅️✅️3لاین آسانسور 15نفره و 10 نفره موتور ایتالیایی فوجیتکت
1لاین آسانسور باربری

قیمت واحد ها از متری 165 تا 195
درصورت نیاز به رهن دادن ملک متری  25میلیون  رو رهن حساب کنید",https://divar.ir/v/فردوس-غرب-۵۷-متر-کلید-نخورده-هتلینگ/wZimhc1n,2025-02-15
آپارتمان173متری3خواب/محدوده لوزی,173,1٬111٬111٬111 تومان,6٬422٬000 تومان,3,1393,Not Found,Not Found,تعداد واحد در طبقه: ۱ | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"فول امکانات
2پارکینگ سندی 
بسیار خوش نقشه
سالن پرده خور
محدوده فلکه لوزی
دسترسی عالی به مترو
فقط معاوضه با واحد کوچکتر",https://divar.ir/v/آپارتمان۱۷۳متری۳خواب-محدوده-لوزی/wZwel1bm,2025-02-15
فروش آپارتمان 48 متری طبقه اول,48,5٬500٬000٬000 تومان,114٬583٬000 تومان,1,1384,Not Found,Not Found,وضعیت واحد: بازسازی شده,آسانسور ندارد | پارکینگ | انباری,"با سلام 
واحد 48 متری 
طبقه اول 
پارکینگ 
تک خواب 
50 متر حیاط اختصاصی برای این واحد میباشد ⭐⭐⭐⭐
توضیحات بیشتر لطفا تماس",https://divar.ir/v/فروش-آپارتمان-۴۸-متری-طبقه-اول/wZti-DJl,2025-02-15
77متر/فول امکانات/کلیدنخورده/نجارزادگان,77,7٬000٬000٬000 تومان,90٬909٬000 تومان,2,1401,2,5,تعداد واحد در طبقه: ۴ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"به نام خدا

        آپارتمان با سازه استثنائی در لوکیشنی 
             اعیان نشین زیر قیمت منطقه
  ❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌

✅2خواب استاندار قابلیت چیدمان تخت 2نفره

✅سالن پرده خور روبه کوچه

✅فوق العاده خوش نقشه

◀️دسترسی عالی به مترو استاد معین و خ آزادی پیاده کمتر از 5دقیقه

◀️متریال و مشاعات عالی کار شده

قیمت پارکینگ طبق عرف منطقه جداگانه محاسبه میشود. 

مشاور و راهنمای تخصصی وفعال شمادر منطقه احمدیان",https://divar.ir/v/۷۷متر-فول-امکانات-کلیدنخورده-نجارزادگان/wZOyiPJr,2025-02-15
825 متر.فروش و تهاطر.لوکیشن عالی.دوبر.با جواز ساخت,Not found,825 متر,97٬000٬000٬000 تومان,Not found,Not found,Not Found,Not Found,not found,not found,"به نام خدا

سلام

بمساحت 825 متر

بر 15 دو بر

گذر 12 و 8

جواز ساخت یک طبقه تجاری و 5 طبقه اداری

وسعت دید 2 کیلومتری از بر آزادگان جنوب به شمال و شمال به جنوب

پلاک یک آزادگان

تهاطر یا فروش",https://divar.ir/v/۸۲۵-متر-فروش-و-تهاطر-لوکیشن-عالی-دوبر-با-جواز-ساخت/wZbWyVwh,2025-02-15
فروش آپارتمان 100 متری 2 خوابه در چیتگر,100,3٬900٬000٬000 تومان,39٬000٬000 تومان,2,1402,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"✅100 متر طبقات آخر پهنه F بلوک H5✅

ویو ابدی باغ گیاهشناسی بدون مشرف
پارکینگ و انباری تسویه
خوش نقشه
جنوبی و غرق در نور

پهنه ها و بلوک های B D F H N D موجود
برای کسب اطلاعات بیشتر تماس حاصل فرمایید.

کارشناس فروش ذکائی",https://divar.ir/v/فروش-آپارتمان-۱۰۰-متری-۲-خوابه-در-چیتگر/wZwCGTAF,2025-02-15
فروش آپارتمان 145 متری 3 خوابه در محمودیه,145,30٬000٬000٬000 تومان,206٬896٬000 تومان,3,1396,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"145 متر آپارتمان در محمودیه 
سه خوابه بازسازی شده 
دارای پارکینگ و انباری 

دسترسی آسان به مراکز خرید 
و خیابان های اصلی 

توضیحات ویژه و معرفی فایل های مشابه 
هنگام تماس تلفنی 

مشاور شما : افشار",https://divar.ir/v/فروش-آپارتمان-۱۴۵-متری-۳-خوابه-در-محمودیه/wZweF-SJ,2025-02-15
