Title,property size m2,TotalPrice,PriceperMeter,RoomCount,BuildYear,FloorNumber,TotalFloors,Characteristics,Features,Description,URL,CrawlDate
75متر توحید شیرازی خوش قیمت,75,1٬530٬000٬000 تومان,20٬400٬000 تومان,2,1396,2,2,تعداد واحد در طبقه: ۲ | سند: سایر | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ ندارد | انباری | بالکن ندارد | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,"سلام درود بر شما خوبان 

فروش یک واحد منزل اپارتمانی 
طبق دوم دو خواب 
انشعابات کامل ـ 
فروش به صورت مبایعه نامه و کد رهگیری

موارد مشایه موجود است ویلایی اپارتمانی 

ادرس املاک جهت بازدید 
بیست متری فاضل املاک ونـک 
روبه رو کــ 5 
مـدیـریت اقای محسن صفدری 
مـشـاور سـرکـار خـانم زارعـی",https://divar.ir/v/75متر-توحید-شیرازی-خوش-قیمت/wZgiad8Z,2025-02-15
228 متر 3 خواب تک واحدی تاج اباد,228 متر مربع,17٬780٬000٬000 تومان,77٬982٬000 تومان,3,1399,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"به نام یزدان

 بادرود بیکران 

آپارتمان شخصی ساز⚜️⚜️

 نور گیر جنوبی⚜️⚜️


 گرمایش پکیج⚜️⚜️

 آشپزخانه های گلس مدرن⚜️⚜️


 بهترین متریال مدرن ⚜️⚜️

لوکشین عالی⚜️⚜️ 


کوچه پهن ⚜️⚜️


 و...


املاک امیران


 حدفاصل هوابرد و سنگی",https://divar.ir/v/۲۲۸-متر-۳-خواب-تک-واحدی-تاج-اباد/wZjSiAaO,2025-02-15
یک خواب شهرک گلستان,91,3٬750٬000٬000 تومان,41٬208٬000 تومان,1,1402,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"املاک پلاک برتر
تجهیز شده ▫️خوش نقشه▫️ نورگیر عالی ▫️ دسترسی عالی ▫️امکان رهن تا پونصد تومن
مشاور: موسی زاده
آدرس: شهرک استقلال نبش بلوار فرصتیان املاک پلاک برتر",https://divar.ir/v/یک-خواب-شهرک-گلستان/wZfSzuov,2025-02-15
آپارتمان 2 خوابه تک واحدی در لاله,129,4٬950٬000٬000 تومان,38٬372٬000 تومان,2,1395,3,4,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری ندارد | بالکن | جنس کف پارکت لمینت | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"با سلام

آپارتمان 2 خوابه
✅طبقه سوم
✅تک واحدی
✅شمالی و جنوبی
✅اتاق خواب ها بسیار بزرگ (16,18) با کمد دیواری بزرگ
✅سالن آفتابگیر 46 متری
✅دارای چشم انداز
✅بسیار خوش نقشه و خوش ساخت
✅دارای 2 بالکن
✅امکانات تکمیل بدون نیاز به هزینه 
✅زیر قیمت کل منطقه

فروش بدون واسطه

جهت اطلاعات بیشتر و بازدید لطفاً تماس بگیرید؛
چهارراه تحویلی 20 متری لاله بین کوچه 21 و 23 دپارتمان معماری و املاک نیک",https://divar.ir/v/آپارتمان-۲-خوابه-تک-واحدی-در-لاله/wZwiiJ2R,2025-02-15
فروش آپارتمان 177متری 3خواب بلوار فدک (مستر),177,7٬000٬000٬000 تومان,39٬548٬000 تومان,3,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"⚜️مشارکت در ساخت و فروش خانه های کلنگی ⚜️
           ⚜️خرید ؛فروش؛ رهن؛ اجاره؛⚜️
    ✔️ما بهترین هارا به شما پیشنهاد می دهیم ✔️
✨_________________________________________✨
✅ فروش فوق‌العاده آپارتمان 3 خواب
✅ سند اماده در بهترین لوکیشین بلوار فدک»
✅ سالن بزرگ و دلباز ؛؛نورگیر جنوبی»
✅ کناف...نور پردازی
✅اتاق 12متری با مستر 
✅تراس بزرگ قابل چیدمان 
✅در صورت نقدینگی قابلیت رهن تا 900
✅سند ملکی و اماده 
ـموارد مشابه موجودـ",https://divar.ir/v/فروش-آپارتمان-177متری-3خواب-بلوار-فدک-مستر/wZDS3biZ,2025-02-15
فروش زمین مسکونی 150متری در جمال اباد,Not found,152 متر,470٬000٬000 تومان,Not found,Not found,Not Found,Not Found,not found,not found,"اوقافی
قولنامه ای 
جهت سرمایه گذاری 
اطرافش ساخته شده
فروش بصورت نقدی و معاوضه
در بهترین موقعیت مکانی

مناسب برای افراد سخت پسند 

موارد مشابه موجود میباشد 

درخواست از شما فراهم کردن از ما 

اعتماد از شما اعتبار از ما

آژانس املاک هاشمی

مشاور شما نظری هستم

آدرس املاک 
کرونی بعد از کوچه 16روبروی بریدگی املاک هاشمی
املاک هاشمی بهترین انتخاب شما

در ضمن دوستان عزیز توجه فرمایید 
شما بزرگوارن میتوانید فایل های مورد نظر خود را از ما درخواست  کنید و در «««کمترین زمان ممکن و مناسب ترین کمیسیون »»»انجام میشود
خرید و فروش انواع(اپارتمان،خانه ی ویلایی،باغ  زمین،کارگاه،کارخانه،مغازه

مشارکت در ساخت(ملک خود را به سازنده بنام و مطابق مد روز واگذار کنید)

رهن و اجاره(خواهان ملک شما و فراهم کردن ملک مناسب پول شما)",https://divar.ir/v/فروش-زمین-مسکونی-۱۵۰متری-در-جمال-اباد/wZwakaTG,2025-02-15
آپارتمان136 متری3 خوابه مستر دار عفیف‌آباد,136,8٬100٬000٬000 تومان,59٬558٬000 تومان,3,1394,2,3,تعداد واحد در طبقه: ۲ | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"قصرالدشت کوچه 49 ( قابل دسترسی از کوچه 7 عفیف آباد و 4 عرفانمنش ) کوچه نشاط
3 خواب که یک خواب آن مستر مباشد
نور گیری عالی سالن و آشپزخانه و اتاق ها نور طبیعی
شیک و مرتب
3 طبقه 6 واحد
زیر قیمت منطقه 
فروشنده واقعی
تخلیه و آماده بازدید
فقط فروش نقد",https://divar.ir/v/آپارتمان۱۳۶-متری۳-خوابه-مستر-دار-عفیف-آباد/wZwqDpV2,2025-02-15
فروش زمین 162 متری در کرونی,Not found,162 متر,11٬111٬111٬111 تومان,Not found,Not found,Not Found,Not Found,not found,not found,"زمین 162 متری اول کرونی کوچه سوم شهید هوشنگ کاظمی فرهی 8  درب ساختمان 
اطراف کامل ساخته شده امکانات آب برق گاز 
آب برق گاز 
تخفیف جزی پای معامله",https://divar.ir/v/فروش-زمین-۱۶۲-متری-در-کرونی/wZwiV8ZS,2025-02-15
زمین صدرا ـ فاز 2 ـ با پروانه بروز,تایید شده,246 متر,3٬300٬000٬000 تومان,Not found,1403/07/25,Not Found,Not Found,not found,not found,"{ درود بر شما عزیزان }

         {{ مشاور شما = یونس پشت دار }}
آدرس ما: صدرا _ بلوار البرز _ البرز7 ( املاک اهورا )
____________________________________________
✅ زمین صدرا _ فاز 2 { کشاورزی }
☑️ با پروانه ساخت بروز
✅ عرض 12 .. درب ساختمان
☑️ سند تک برگ { ملکی }

✅ جای بسیار عالی جهت ساخت، سرمایه گذاری

          ⚜️ بهترین فرصت خرید ⚜️
✅ منطقه رو به رشد و کاملا ساخته شده 
____________________________________________

         ⬅️ دوران گذار از قیمتهاست ➡️
ملک دارید نفروشید _ خرید دارید زودتر بخرید

فروش زمین تمامی نواحی صدرا { فاز 1 و فاز 2 }",https://divar.ir/v/زمین-صدرا-ـ-فاز-2-ـ-با-پروانه-بروز/wZJWPLeo,2025-02-15
فروش آپارتمان 180 متری 3 خوابه در فرهنگ شهر,180,15٬000٬000٬000 تومان,83٬333٬000 تومان,3,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"برای اطلاعات بیشتر تماس بگیرید 
همکاران محترم تماس نگیرید
ساعت تماس 9 صبح تا 12 شب
موارد دیگر موجود است",https://divar.ir/v/فروش-آپارتمان-۱۸۰-متری-۳-خوابه-در-فرهنگ-شهر/wZrukaJQ,2025-02-15
فروش آپارتمان 108 متری 2 خوابه در آبیاری,108,5٬600٬000٬000 تومان,51٬851٬000 تومان,2,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"فروش آپارتمان نوساز صفر
 2 خوابه تک واحدی  108 متر 
3واحدی
طبقه سوم
 مستردار
دارای دو پارکینگ با درب ورودی اختصاصی
فول امکانات 
واقع در سیاحتگر کوچه 40
__________________
املاک راستین",https://divar.ir/v/فروش-آپارتمان-۱۰۸-متری-۲-خوابه-در-آبیاری/wZfekf9v,2025-02-15
فروش زمین 500 متری سر قصر قمشه,Not found,500 متر,610٬000٬000 تومان,Not found,Not found,Not Found,Not Found,not found,not found,"زمین 500 متری
بعد از هایپر . ورودی قمشه سمت راست . باغات زیتونی
دارای دفترچه واگذاری موسسه و قابل انتقال در موسسه و محضر
موسسه در حال پیگیری مستمر برای تغییر کاربری به مسکونی میباشد
بسیار زیر قیمت منطقه و پلاک های مشابه
زمین کنار هایپر 500 متر 1600 تومان
زمین جاده دوم صدرا پشت گلسار 1000 متری 2500 و1500
 400 متری 1000",https://divar.ir/v/فروش-زمین-۵۰۰-متری-سر-قصر-قمشه/gZbKV_Jq,2025-02-15
آپارتمان3خوابه جنوبی فول بازسازی9واحدی نارون ارم,150 متر مربع,11٬900٬000٬000 تومان,79٬333٬000 تومان,3,1388,Not Found,Not Found,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش اسپلیت | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"درود بر شما

✔️لوکیشن بینظیر نارون کوچه دنج و آرام 

✔️ساختمان دارای مشاعات تمیز و بازسازی شده

✔️خوش نقشه نورگیر جنوبی شرقی سالن و خواب ها

✔️سند ملکی / فروشنده واقعی

✅مشاورین تخصصی املاک بزرگ « خونمون »

✅مشاور شما : صالحی",https://divar.ir/v/آپارتمان۳خوابه-جنوبی-فول-بازسازی۹واحدی-نارون-ارم/wZLGHNIl,2025-02-15
