Title,PropertySize,TotalPrice,RoomCount,BuildYear,FloorNumber,TotalFloors,Characteristics,Features,Description,URL,CrawlDate
آپارتمان 100متر دوخوابه,100,2٬750٬000٬000 تومان,2,1403,2,5,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"⚜️.... گروه مشاورین املاک پرشین ....⚜️
.
✅100 متر
✅دو خواب
✅طبقه دوم
✅مجموعه 11 واحدی
✅آسانسور
✅پکیج
✅
✅کف سرامیک
✅کابینت چوب
✅کف سرامیک
✅نورگیر عالی
✅بسیار خوش نقشه
✅دو خواب نورگیر
✅انباری
✅تراس
✅پارکینگ اختصاصی
✅نما سنگ
✅فول امکانات
✅موقعیت مکانی عالی برای سرمایه گذاری
قابلیت رهن تا مبلغ : 400
ومبلغ100برای سند کسر میشود
3250 قیمت کل
تخفیف پای قرارداد
مرشدلو املاک پرشین
...........................
آدرس دفتر : نبش مجیدیه 18 - املاک پرشین

مشاور شما : جواد مرشدلو",https://divar.ir/v/آپارتمان-100متر-دوخوابه/wZDm-RYQ,2025-02-15
زمین حسین آباد پشت حاشیه فرمانیه,Not found,200 متر,Not found,Not found,Not Found,Not Found,not found,not found,"زمین فوق نزدیک تجاری های فرمانیه و کافه ها میباشد
دارای سند ملکی تک برگ",https://divar.ir/v/زمین-حسین-آباد-پشت-حاشیه-فرمانیه/wZkycYiA,2025-02-15
تاپ لوکیشن رحمانیه 115 متری اروپائی,115,4٬780٬000٬000 تومان,2,1403,Not Found,Not Found,تعداد واحد در طبقه: ۲ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"✨️با شما هستم تا حال خوب را با هم تجربه کنیم

⚜️ تاپ لوکیشن منطقه رحمانیه ⚜️
✅️ برند نامبر وان در منطقه 
.. متریال ژورنالی درجه یک 
.. دسترسی عالی به بازار منطقه 
.. مناسب خاص پسندان و لوکس نشینان 

✔️ ورودی لابی مجلل 
.. مشاعات تماما سنگ 
.. روف گاردن زیبا 
.. آلاچیق باربکیو
.. آسانسور ایتالیایی 13 نفره 
✔️ پلان معماری دلچسب 
.. دوخواب و پذیرایی پنجره ها قدی 
.. کابینت ها نئوکلاسیک با صفحات سنگی
..  سیستم هوشمند BMS 
.. آسانسور ایتالیایی 10 نفره 

⬅️ جهت کسب اطلاعت بیشتر و مشاوره رایگان
      فقط کافیست با من تماس بگیرید    

⚜️ .... محسن عدالت .... ⚜️
❇️ کارشناس و مشاور در امور ملکی و سرمایه‌گذاری 
✔️ کارشناس حقوقی امور قراردادها
✔️ کارشناس داوری حقوقی
✔️ کارشناس قیمت گذاری",https://divar.ir/v/تاپ-لوکیشن-رحمانیه-۱۱۵-متری-اروپائی/wZw6kP50,2025-02-15
آپارتمان163متر/ارزشمندترین واحد امامت زوج قبل ادب,163,8٬476٬000٬000 تومان,3,1400,5,6,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | تأمین‌کننده آب گرم پکیج,"❇️سلام عرض ادب واحترام❇️

✅به قیمت ترین واحد جلال و امامت

مشخصات واحد:
⬅️163متر/طبقه پنجم
⬅️3 خواب/1خواب مستر
⬅️6طبقه/6واحد
⬅️سیستم‌ هوشمند سازی(BMS)
⬅️سرمایش هواساز/گرمایش پکیج رادیاتور
⬅️3 عدد تراس کاربردی
⬅️کابینت روکش چوب با رنگ پلی استر
⬅️پنجره ها از جنس آلومینیوم ترمال بریک
⬅️عرض معبر 20‌ متر
⬅️سند آماده انتقال
⬅️واحد به مبلغ 1200 رهن می باشد
ـ
⏪جهت کسب اطلاعات بیشتر تماس و چت دیوار در خدمتتون هستم⏩

⚜️عکس های داخل واحد موجود می باشد⚜️

✅هدف ما بهترین انتخاب شماست کارگزاری مسکن کاخ بین جلال 42و44 

مشاور امور ملکی:پوریا دادخواه",https://divar.ir/v/آپارتمان۱۶۳متر-ارزشمندترین-واحد-امامت-زوج-قبل-ادب/wZwCl2Nm,2025-02-15
135 متر / پلان بی نقص/مدرن و مینیمال/وکیل اباد 59,135,9٬000٬000٬000 تومان,3,1403,Not Found,Not Found,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش داکت اسپلیت | گرمایش داکت اسپلیت | تأمین‌کننده آب گرم پکیج,"عرض سلام و احترام

         «لطفا همکاران محترم تماس نگیرند»

              ✨✨✨‏مرتضی رضایی ✨✨✨ 
                  ✨کارگزاری املاک ماکان✨

✅طراحی خاص و خیره کننده در اجرای نما 
✅ورودی پاکینگ لابی - دیوار ها سنگ اسلب - فلاور باکس آبنما 
✅آسانسور 8 نفره - موتور گیرلس - کابین بزرگ تمام اتومات

✅درب ورودی هوشمند- قابل اتصال به تلفن همراه - اثر انگشت کدینگ و کارت مغناطیسی
✅پذیرایی بزرگ با سرامیک های 1*1 و پنجره های تمام قدی
✅قابل چیدمان 2 دست مبلمان

✅کامل ترین سیستم برق BMS و پنل هوشمند -شامل روشنای پذیرایی راه رو ها اتاق خواب مستر و آشپزخانه سیستم صوتی احضار آسانسور درب پارکینگ متصل به دوربین مدار بسته و...

✅آشپزخانه مینیمال چوب رنگ اتومبیلی کددار،فر گاز هود ماکرو نصب ست شیرآلات کلار و...
✅یک طرح بی نقص یک نقشه ی بی نظیر مهندسی ساز...
      «رضایت شما از انتخابتان مهمترین هدف ماست»

           «تجربه ما ضامن امنیت سرمایه شماست»

              ⚜️کارگزاری املاک ماکان⚜️

نشانی ما : وکیل آباد 59 جنب برج سما
                    
✨کارشناس فروش : مرتضی رضایی",https://divar.ir/v/135-متر-پلان-بی-نقص-مدرن-و-مینیمال-وکیل-اباد-59/wZwyEl_H,2025-02-15
آپارتمان طبرسی شمالی4 نظام دوست 30,65,1٬300٬000٬000 تومان,1,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ ندارد | انباری,"برای بازدید از تمامی آگهی ها به انتهای صفحه کلیک کنید
✅بزرگترین کار گزاری سراسری مصیب قدرتی عضو رسمی اتحادیه املاک داران مشهد
✅ درضمن مشاوران این املاک با بهترین فایل های در محدود درخدمت شما هستن
✅ مشاوران برای تلاش در زمان تنظیم قرارداد برای گرفتن تخفیف ویژه برای شما خریداران درنظر گرفته اند 
✅ اینجا با اطمینان صاحب خانه می‌شوید
✅ ازاین تخفیف های ویژه استفاده کنید 
✅ کلیه قراردادها در این املاک قانونی باکد رهگیری هولوگرام ثبت میگردد
✅ انواع آپارتمان موجود است
✅طبقه اول رو پیلوت
✅تک خواب شیک
✅بامتیازات 
✅ کابینت ام دی اف
✅گاز رومیزی و هود
✅ نورگیر عالی  نورپردازی شده
✅
✅ موقعیت مکانی عالی نزدیک به ایستگاه اتوبوس و مترو
✅ فاصله تا حرم ده دقیقه بابیارتی است
✅ بهترین گزینه برای سکونت
✅ملک مورد نظر خود را از ما بخواهید
✅ ملک خود را به ما بسپارید
✅مرکز سریعترین خرید و فروش
✅در خرید نگران نباشید
✅ هدف اصلی این املاک اعتبار ،اعتماد،صداقت می باشد
✅ ساعت کاری این املاک از7صبح تا 12شب بدون تعطیلی
✅ ارتباط مستقیم با کارشناسان فروش
آدرس املاک طبرسی شمالی4 نظام دوست 24 شهید حسینی 13",https://divar.ir/v/آپارتمان-طبرسی-شمالی۴-نظام-دوست-30/wZuuAl5e,2025-02-15
آپارتمان الهیه سند آماده,109,3٬500٬000٬000 تومان,2,1401,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"آپارتمان الهیه 
دو خواب 
سند آماده 
فول امکانات 
جهت اطلاعات بیشتر به آژانس املاک تکسا واقع دار میدان ولیعصر نبش الهیه 24 مراجعه نمایید",https://divar.ir/v/آپارتمان-الهیه-سند-آماده/wZLeVb14,2025-02-15
آپارتمان 145 متری رفیعی26,145,5٬075٬000٬000 تومان,3,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"_ آپارتمان شیک 
_ 3 خواب
_ نور پردازی عالی 
_ نور طبیعی عالی
_ کابینت ها چوب
_ کف سرامیک
_ ویو عالی
_ قیمت فوق العاده
_ جنوبی

آدرس دفتر: نبش فلاحی13
گروه ساختمانی و مشاورین مهربان
مشاورشما:اسماعیلی",https://divar.ir/v/آپارتمان-۱۴۵-متری-رفیعی۲۶/wZKWj3ZS,2025-02-15
آپارتمان 80 متری /شاهد/ چهاراه ورزش  (سند ششدانگ),80,2٬400٬000٬000 تومان,2,1388,3,3,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,آسانسور ندارد | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,"با عرض سلام و احترام 
☑️☑️☑️☑️☑️☑️☑️☑️☑️☑️
✓ آپارتمان 80 متری
✓ 3 طبقه 6 واحد 
✓ شخصی ساز..دو نبش 
✓ در بهترین منطقه قاسم آباد 
✓ ابتدای بلوار شاهد 
✓ نزدیک به چهارراه ورزش 
✓ طبقه سوم 
✓ دو خوابه 
✓ باز سازی مرتب
✓ از دو سمت افتاب 
✓ تمام سرامیک 
✓ کابینت کلاسیک 
✓ گاز و هود لمسی 
✓ نقاشی و کاغذ
✓ کمد دیواری 
✓ پارکینگ مسقف 
✓ انباری و تراس 
✓ سند ششدانگ 
✓ قابلیت اخذ وام 
✓ قابلیت رهن تا 300 میلیون 
✓ تخلیه بازدید آزاد 
❎❎❎❎❎❎❎❎❎❎
✅✅مسکن ارتان... شاهد 17 
✅✅حامدی",https://divar.ir/v/آپارتمان-80-متری-شاهد-چهاراه-ورزش-سند-ششدانگ/wZlqcJMh,2025-02-15
اپارتمان 108 متری رحمانیه 5,108,4٬100٬000٬000 تومان,2,1398,1,5,تعداد واحد در طبقه: ۳ | سند: تک‌برگ | جهت ساختمان: شمالی,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش داکت اسپلیت | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"لوکیشن بی نظیر 
بلوک 5 الهیه 
رحمانیه 5 
برند منطقه 
واحد رو به افتاب 
سند تک برگی
بسیار خوش نقشه
مشاعات تمام سنگ 
دسترسی به امکانات رفاهی
موارد مشابه موجود میباشد .",https://divar.ir/v/اپارتمان-۱۰۸-متری-رحمانیه-۵/wZwakeql,2025-02-15
اپارتمان 122 متری صفر کلید نخورده رحمانیه,122,4٬500٬000٬000 تومان,2,1398,4,5,تعداد واحد در طبقه: ۳ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش داکت اسپلیت | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"اپارتمان فوق صفر و‌کلید نخورده هستش از سال 98
فول امکانات کامل هستش 
واحد تخلیه 
کلید موجود 
مشاعات بسیار تمیز",https://divar.ir/v/اپارتمان-۱۲۲-متری-صفر-کلید-نخورده-رحمانیه/wZwW0U4h,2025-02-15
