,title,propertysize,totalprice,roomcount,buildyear,floornumber,totalfloors,characteristics,features,exchangeable,description,url,crawldate,city,totalprice_int,buildyear_int,elevator,warehouse,parking,document_type,pricepermeter,predicted_neighborhood,text
4254,فردوس غرب / 57 متر کلید نخورده / هتلینگ,56.0,9٬200٬000٬000 تومان,1.0,1403,,,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن,,"دعوت از شما عزیزان 
⭐️⭐️برای بازدید پروژه رونیکا پالاس بلوار فردوس شقایق⭐️⭐️
متراژ ها
✅️52متر 1خواب  
✅️55متر 1خواب 
✅️58متر 1خواب
✅️61متر 1خواب 
✅️✅️63متر 2خواب
✅️✅️70متر 2خواب
✅️✅️73متر 2خواب
✅️✅️85متر 2خواب
 

⭕️تمامی واحد ها دارای پارکینگ و انباری و بالکن هستند⭕️
لابی 3000هزار متر مربع
6 شیف لابی من اختصاصی مخصوص برج
⭕️⭕️باشگاه جیم⭕️⭕️
سالن پینگ پنگ + سالن بیلیارد
✔️مهد کودک با مربی با تجربه
✔️سینما اختصاصی با ظرفیت 40نفر
✔️✔️دارای سالن اجتماعات 250 نفر✔️✔️

طبقات موجود فقط طبقه چهارم به بالا
✅️✅️3لاین آسانسور 15نفره و 10 نفره موتور ایتالیایی فوجیتکت
1لاین آسانسور باربری

قیمت واحد ها از متری 165 تا 195
درصورت نیاز به رهن دادن ملک متری  25میلیون  رو رهن حساب کنید",https://divar.ir/v/فردوس-غرب-۵۷-متر-کلید-نخورده-هتلینگ/wZimhc1n,2025-02-15,tehran,9200000000.0,1403.0,Yes,Yes,Yes,تک‌برگ ,164285714.2857143,فردوس,فردوس
4255,آپارتمان173متری3خواب/محدوده لوزی,173.0,1٬111٬111٬111 تومان,3.0,1393,,,تعداد واحد در طبقه: ۱ | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,,"فول امکانات
2پارکینگ سندی 
بسیار خوش نقشه
سالن پرده خور
محدوده فلکه لوزی
دسترسی عالی به مترو
فقط معاوضه با واحد کوچکتر",https://divar.ir/v/آپارتمان۱۷۳متری۳خواب-محدوده-لوزی/wZwel1bm,2025-02-15,tehran,1111111111.0,1393.0,Yes,Yes,Yes,,6422607.578034682,          لویزان,          لویزان
4256,فروش آپارتمان 48 متری طبقه اول,48.0,5٬500٬000٬000 تومان,1.0,1384,,,وضعیت واحد: بازسازی شده,آسانسور ندارد | پارکینگ | انباری,,"با سلام 
واحد 48 متری 
طبقه اول 
پارکینگ 
تک خواب 
50 متر حیاط اختصاصی برای این واحد میباشد ⭐⭐⭐⭐
توضیحات بیشتر لطفا تماس",https://divar.ir/v/فروش-آپارتمان-۴۸-متری-طبقه-اول/wZti-DJl,2025-02-15,tehran,5500000000.0,1384.0,No,Yes,Yes,,114583333.33333333,              حشمتیه,              حشمتیه
4257,77متر/فول امکانات/کلیدنخورده/نجارزادگان,77.0,7٬000٬000٬000 تومان,2.0,1401,2.0,5.0,تعداد واحد در طبقه: ۴ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,,"به نام خدا

        آپارتمان با سازه استثنائی در لوکیشنی 
             اعیان نشین زیر قیمت منطقه
  ❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌

✅2خواب استاندار قابلیت چیدمان تخت 2نفره

✅سالن پرده خور روبه کوچه

✅فوق العاده خوش نقشه

◀️دسترسی عالی به مترو استاد معین و خ آزادی پیاده کمتر از 5دقیقه

◀️متریال و مشاعات عالی کار شده

قیمت پارکینگ طبق عرف منطقه جداگانه محاسبه میشود. 

مشاور و راهنمای تخصصی وفعال شمادر منطقه احمدیان",https://divar.ir/v/۷۷متر-فول-امکانات-کلیدنخورده-نجارزادگان/wZOyiPJr,2025-02-15,tehran,7000000000.0,1401.0,Yes,Yes,Yes,تک‌برگ ,90909090.9090909,استاد معین,استاد معین
4258,فروش آپارتمان 100 متری 2 خوابه در چیتگر,100.0,3٬900٬000٬000 تومان,2.0,1402,,,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,,"✅100 متر طبقات آخر پهنه F بلوک H5✅

ویو ابدی باغ گیاهشناسی بدون مشرف
پارکینگ و انباری تسویه
خوش نقشه
جنوبی و غرق در نور

پهنه ها و بلوک های B D F H N D موجود
برای کسب اطلاعات بیشتر تماس حاصل فرمایید.

کارشناس فروش ذکائی",https://divar.ir/v/فروش-آپارتمان-۱۰۰-متری-۲-خوابه-در-چیتگر/wZwCGTAF,2025-02-15,tehran,3900000000.0,1402.0,Yes,Yes,Yes,,39000000.0,چیتگر,چیتگر
4260,فروش آپارتمان 61 متری 2 خوابه در تهران‌سر,61.0,4٬200٬000٬000 تومان,2.0,1384,,,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ ندارد | انباری,,"✳️✳️✳️املاک بزرگ نیک نام✳️✳️✳️

✳️آپارتمان 61 متری

✳️لوکیشن اصلی

✳️دو خواب

✳️آسانسور دارد

✳️انباری دارد

✳️خوش نقشه

✳️کمک خرید قابلیت رهن 600 میلیون 

✳️مشاور شما : اصغر اصغری",https://divar.ir/v/فروش-آپارتمان-۶۱-متری-۲-خوابه-در-تهران-سر/wZkqGaLz,2025-02-15,tehran,4200000000.0,1384.0,Yes,Yes,No,,68852459.01639344,تهرانسر,تهرانسر
4262,پروژه نارنجستان 4/واحدتحویل /دوخوابه/ویوباز,84.0,6٬000٬000٬000 تومان,2.0,1403,,,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,,"باسلام واحترام تمام
واحد فوق 
پروژه نارنجستان 4
مدارک موجود
معتبر ترین پروژه منطقه 22 مرواریدشهر
82متر دوخوابه پنجره قدی
قیمت فوق العاده 
فروشنده واقعی
فایل شخصی 
مشاور شما درمنطقه حسنی",https://divar.ir/v/پروژه-نارنجستان-۴-واحدتحویل-دوخوابه-ویوباز/wZQKrT8e,2025-02-15,tehran,6000000000.0,1403.0,Yes,Yes,Yes,,71428571.42857143,حسنی,حسنی
4264,اپارتمان 63 متری / یک خواب / نازی اباد فاطمی شرقی,63.0,4٬700٬000٬000 تومان,1.0,1383,1.0,4.0,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,آسانسور ندارد | پارکینگ ندارد | انباری | بالکن | جنس کف سرامیک | سرمایش کولر آبی,,"اپارتمان 63 متری 
تک واحدی 
یک خواب 
طبقه اول

پذیرایی قابل چیدمان
خوش نقشه 
نورگیر مناسب
آشپز خانه بزرگ 
کابینت ام دی اف
درب ضد سرقت 

بازسازی شده

لوکیشن عالی 
خیابان فاطمی شرقی
دسترسی مناسب به مراکز خرید 

امکان تجمیع و ساخت در آینده 
مناسب سرمایه گذاری 

((((( مشاورین املاک تک )))))

فرامرز ستاره

فایل‌های مشابه و متراژهای متفاوت موجود میباشد برای توضیحات بیشتر تماس بگیرید

ادرس دفتر املاک :
خیابان تولایی نبش کوچه بلبلی",https://divar.ir/v/اپارتمان-۶۳-متری-یک-خواب-نازی-اباد-فاطمی-شرقی/wZbaDK1k,2025-02-15,tehran,4700000000.0,1383.0,No,Yes,No,تک‌برگ ,74603174.6031746,فاطمی,فاطمی
4266,فروش آپارتمان 75 متری 2 خوابه طبقه 1 در اسکندری,75.0,5٬750٬000٬000 تومان,2.0,1392,1.0,4.0,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ | انباری | بالکن | جنس کف سرامیک | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,,"75 متر سندی + پاسیو مسقف 
طبقه اول خوش نقشه نور گیر عالی 
گذر کوچه پهن
12 ساله واقعی 
دارای انباری و بالکن",https://divar.ir/v/فروش-آپارتمان-۷۵-متری-۲-خوابه-طبقه-۱-در-اسکندری/wZwaWkhl,2025-02-15,tehran,5750000000.0,1392.0,No,Yes,Yes,تک‌برگ ,76666666.66666667,اسکندری,اسکندری
4267,فروش،164 متری 3 خوابه ، تک واحدی ،پونک، شهرک هما,164.0,18٬500٬000٬000 تومان,3.0,1389,3.0,5.0,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ | سرویس بهداشتی ایرانی و فرنگی,,"زیر قیمت منطقه 

((با دلار 82 هزار تومن ملک بخرید ))

پونک، منطقه 2 ، شهرک هما 

164متر ،3خواب ، تک واحدی 

سالن سرتاسر پرده خور ، رو به آفتاب 

ملک 2کله نور از شمال و جنوب ،

2تا اتاق خواب ویو بدون مشرف به پارک دارند

لوکیشن دنج با دسترسی عالی 

سند تک برگ ، آماده تخیله

مالک فروشنده واقعی 

فایل های مشابه موجود است",https://divar.ir/v/فروش-۱۶۴-متری-۳-خوابه-تک-واحدی-پونک-شهرک-هما/wZounDAu,2025-02-15,tehran,18500000000.0,1389.0,Yes,Yes,Yes,تک‌برگ ,112804878.04878049,پونک,پونک
4268,78 متر 2 خوابه املاک هجرانی,78.0,4٬700٬000٬000 تومان,2.0,1385,3.0,4.0,تعداد واحد در طبقه: ۴ | جهت ساختمان: غربی | وضعیت واحد: بازسازی شده,آسانسور ندارد | پارکینگ | انباری | جنس کف پارکت لمینت | سرویس بهداشتی ایرانی و فرنگی | تأمین‌کننده آب گرم پکیج,,"ساختمان فوق العاده تمیز با مدیریت شایسته
محله دنج و کم تردد
نزدیک به مراکز خرید مهم
نزدیک به مترو و بی آر تی
فوق العاده خوش نقشه 
نورگیر بینظیر
دارای مشاعات در ابعاد بالا

فرصت خوب جهت سرمایه گذاری
دارای قدرالسهم بالا و ارزشمند
800 میلیون در رهن مستاجر تا شهریور
فروشنده واقعی با تخفیف خوب پای معامله

بازدید= قطعا پسند و معامله

املاک هجرانی
شعبه مرکزی روبروی تالار سیاره
با مدیریت محمدرضا هجرانی
سابقه درخشان اعتبار ماست

مشاور شما : قاضی",https://divar.ir/v/۷۸-متر-۲-خوابه-املاک-هجرانی/wZwWV_qL,2025-02-15,tehran,4700000000.0,1385.0,No,Yes,Yes,,60256410.256410256,حسار,حسار
4269,160 متر / سه خواب / قدراسهم دار / نزدیک آزادی,160.0,16٬000٬000٬000 تومان,3.0,قبل از 1370,,,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی شده,آسانسور ندارد | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,,"به نام خالق هستی 



‼️‼️‼️قابل توجه خریداران و سرمایه گذاران محترم ‼️‼️‼️

❌❌❌❌❌فایل بدون مشابه در منطقه ❌❌❌❌❌


✔️160 متر 
✔️فوق العاده خوش نقشه 
✔️غرق در نور و آفتاب ، سالن پرده خور
✔️طبقه همکف ، لذت تکواحدی

✔️سه خواب بزرگ با قابلیت چیدمان سرویس خواب دو نفره 
✔️مشاعات بی نظیر ، تماما تا سقف سنگ
✔️ملک دو کله 
✔️گذر عریض  ، دنج و آرام 
✔️ فول نوسازی شده ، مناسب سکونت و سرمایه گذاری
✔️ 86 متر قدراسهم از زمین ، بدون اصلاحی ،دستور نقشه 5 طبقه 


✔️دسترسی عالی به مترو ، مراکز خرید و ...


امکانات :


⬅️پارکینگ سندی غیر مزاحم 
⬅️ انباری بزرگ 
⬅️بالکن بزرگ و کارآمد 


‼️‼️قابلیت دریافت وام حداکثری 
‼️‼️قابلیت رهن تا 2 میلیارد 




☎️برای بازدید و اطلاعات بیشتر تماس حاصل فرمایید 


مشاورین املاک بزرگ دریا
مشاور شما : رامین",https://divar.ir/v/۱۶۰-متر-سه-خواب-قدراسهم-دار-نزدیک-آزادی/wZPCVJf6,2025-02-15,tehran,16000000000.0,,No,Yes,Yes,تک‌برگ ,100000000.0,آزادی,آزادی
